Course,Daytime evening attendance,Displaced,Debtor,Tuition fees up to date,Gender,Scholarship holder,Age at enrollment,Curricular units 1st sem enrolled,Curricular units 1st sem approved,Curricular units 1st sem grade,Curricular units 2nd sem enrolled,Curricular units 2nd sem approved,Curricular units 2nd sem grade,Target
10,1,1,0,1,1,0,19,6,3,12.0,6,2,10.0,0
6,1,1,1,0,1,0,19,6,5,12.5,6,2,13.5,0
12,1,1,0,1,0,0,18,7,7,14.7285714285714,8,8,16.3272727272727,2
8,1,1,0,1,0,0,18,6,6,12.0,6,5,14.8,2
15,1,1,0,1,0,0,18,6,6,11.4285714285714,6,6,11.0,0
10,1,1,0,1,0,0,19,6,6,14.1666666666667,6,6,13.5,2
10,1,0,0,1,0,0,31,6,5,12.5,6,5,14.6,2
3,0,0,0,1,0,1,33,6,6,14.1666666666667,6,6,14.3333333333333,2
12,1,1,0,1,0,1,20,7,5,14.46,7,6,13.55,1
6,1,1,0,1,0,0,22,6,5,12.8,6,2,11.5,1
11,1,1,0,1,0,0,19,6,6,12.6666666666667,6,5,13.4,2
5,1,1,0,1,0,0,18,6,6,12.5,6,6,13.0,0
5,1,0,0,1,0,0,18,6,0,0.0,6,0,0.0,0
14,1,1,0,0,0,0,18,6,0,0.0,6,0,0.0,0
2,1,1,0,1,0,0,18,0,0,0.0,0,0,0.0,2
9,1,1,0,1,0,1,19,5,5,11.2,5,3,11.0,2
10,1,1,0,1,0,0,18,6,6,16.5,6,6,17.4285714285714,0
6,1,1,0,1,0,0,18,5,3,13.6666666666667,5,5,12.0,2
12,1,1,0,1,0,1,18,8,7,15.2285714285714,8,7,15.2285714285714,2
10,1,1,0,1,0,0,21,9,9,12.7777777777778,9,9,13.2222222222222,2
12,1,0,0,1,0,1,18,8,7,14.4285714285714,8,7,14.4285714285714,2
14,1,1,0,1,0,0,18,6,6,13.875,6,6,13.7142857142857,2
12,1,1,0,1,0,0,18,7,7,13.128,8,6,13.1933333333333,2
12,1,1,0,1,0,0,20,7,6,11.605,8,7,12.4125,2
9,1,0,0,1,0,1,18,5,5,14.6,5,5,12.0,2
15,1,1,0,1,0,0,18,6,0,0.0,6,0,0.0,0
9,1,1,0,1,0,1,20,5,5,11.8,5,5,11.6,2
11,1,1,0,1,0,0,20,6,6,12.3333333333333,6,6,12.3333333333333,2
9,1,1,1,1,0,1,19,5,4,11.0,5,0,0.0,0
5,1,0,0,1,0,1,19,11,11,13.1818181818182,11,11,12.9090909090909,2
14,1,1,1,0,0,1,18,6,1,11.0,6,0,0.0,0
15,1,1,1,1,0,1,19,6,6,11.8333333333333,6,6,12.2857142857143,2
12,1,1,0,1,0,1,20,8,8,12.98125,8,8,12.98125,2
9,1,1,0,1,0,0,21,7,6,11.3333333333333,5,5,11.2,2
12,1,0,0,1,0,0,21,8,6,11.68,8,6,11.68,2
5,1,0,0,1,0,0,20,6,6,14.5,6,6,13.5,2
16,1,1,0,1,0,0,19,7,7,13.1428571428571,7,7,12.8571428571429,2
6,1,0,0,0,0,0,21,5,2,11.5,5,2,10.5,0
6,1,0,0,1,0,0,18,5,5,14.2,5,5,11.8,2
11,1,0,0,1,0,1,19,6,5,11.6666666666667,6,5,12.2,2
12,1,1,0,1,0,0,18,7,7,13.175,8,8,14.875,2
12,1,1,0,1,0,1,19,8,7,13.3142857142857,8,7,13.3142857142857,2
9,1,1,0,1,0,1,18,5,3,10.6,5,3,10.5,2
16,1,0,0,1,0,1,18,6,4,12.0,6,4,10.75,1
15,1,0,0,1,0,0,18,6,6,13.4285714285714,6,6,14.1428571428571,2
6,1,1,0,1,0,1,18,5,4,13.25,5,5,15.5714285714286,2
5,1,1,0,1,0,0,18,6,2,13.0,6,0,0.0,0
5,1,0,0,1,0,1,18,6,6,14.3333333333333,6,6,14.0,1
10,1,0,0,1,0,0,18,6,0,0.0,6,0,0.0,0
10,1,0,0,1,0,0,18,6,6,14.0,6,6,13.1666666666667,2
6,1,1,0,1,0,1,20,2,2,12.0,6,6,12.8333333333333,2
16,1,0,0,1,0,0,18,6,5,12.3333333333333,6,5,10.6,1
5,1,1,0,1,0,0,18,6,5,11.8,6,5,10.4,2
12,1,0,0,1,0,1,20,8,7,12.7914285714286,8,7,12.7914285714286,2
14,1,0,0,1,0,0,40,8,8,11.625,7,5,11.2,2
12,1,1,0,1,0,1,18,7,6,11.9944444444444,8,7,12.4314285714286,2
11,1,1,0,1,0,0,19,6,5,11.6,6,5,12.2,2
17,0,0,0,1,0,0,24,5,0,0.0,5,0,0.0,0
15,1,1,0,1,0,0,19,6,6,13.1666666666667,6,6,13.1666666666667,0
12,1,1,0,1,0,0,19,8,7,14.1,8,7,14.1,2
12,1,1,0,1,0,1,20,7,6,12.3966666666667,8,7,12.9428571428571,2
12,1,0,0,1,0,0,18,7,7,15.0142857142857,8,8,16.0875,2
2,1,1,0,1,0,1,18,0,0,0.0,0,0,0.0,2
12,1,1,0,1,0,0,19,7,7,14.05,8,8,15.1,2
12,1,1,0,1,0,0,18,7,7,14.85,8,8,15.2,0
6,1,1,0,1,0,0,19,6,6,13.0,6,5,13.0,2
12,1,1,0,1,0,1,19,7,7,14.7875,8,8,15.8625,2
12,1,0,0,1,0,1,19,7,7,13.7,8,7,14.6714285714286,2
12,1,1,0,1,0,1,19,7,7,12.4957142857143,8,7,12.2428571428571,0
12,1,0,0,1,0,0,19,7,6,14.5666666666667,7,6,14.5666666666667,2
14,1,1,1,0,0,0,25,5,5,11.2,5,4,11.25,0
12,1,0,0,1,0,0,20,8,7,12.6857142857143,8,7,12.6857142857143,2
10,1,0,1,0,0,0,23,9,7,13.5714285714286,9,4,13.25,0
5,1,0,0,1,0,0,20,6,0,0.0,6,0,0.0,0
3,0,0,0,1,0,0,27,6,5,11.0,6,6,11.1666666666667,2
12,1,0,0,1,0,0,18,8,8,14.445,8,8,14.445,2
16,1,1,1,1,0,0,18,6,5,13.6,6,4,11.75,1
3,0,1,1,0,0,0,23,12,11,14.0,10,8,14.625,0
12,1,1,0,1,0,1,19,7,6,13.4166666666667,7,6,13.4166666666667,2
9,1,0,0,1,0,0,18,5,5,12.3333333333333,5,5,11.4,2
12,1,1,0,1,0,0,20,7,7,13.1,8,8,14.8125,2
14,1,1,0,1,0,0,18,6,4,13.2,6,5,12.8,2
12,1,1,0,1,0,1,19,8,8,14.75,8,8,14.75,2
10,1,1,0,1,0,1,19,6,6,13.1428571428571,6,6,14.3333333333333,2
16,1,0,0,1,0,0,19,6,4,12.5,6,5,12.5,1
6,1,0,0,1,0,0,18,5,4,13.75,5,5,14.8571428571429,2
10,1,0,0,1,0,0,18,6,5,12.4,6,6,13.0,2
15,1,1,0,1,0,0,18,6,6,13.3333333333333,6,6,12.0,2
16,1,0,0,0,0,0,28,11,11,11.7272727272727,8,8,12.0,0
11,1,1,0,1,0,0,19,6,4,12.5,6,1,14.0,0
2,1,1,1,1,0,0,20,0,0,0.0,0,0,0.0,0
12,1,1,0,1,0,1,19,7,6,13.5333333333333,8,7,13.6142857142857,2
5,1,0,0,1,0,1,20,6,6,13.1666666666667,6,6,12.6666666666667,2
11,1,1,0,1,0,1,19,6,5,13.2,6,5,11.0,2
5,1,1,0,1,0,0,21,6,5,12.2,6,4,12.6,1
16,1,1,0,1,0,1,19,7,7,13.4285714285714,7,7,14.8571428571429,2
5,1,1,0,1,0,1,18,6,6,12.7142857142857,6,6,12.625,2
8,1,0,0,1,0,0,19,6,0,0.0,6,0,0.0,0
14,1,0,0,1,0,1,19,6,6,13.6666666666667,6,6,13.6666666666667,2
15,1,0,1,1,0,0,20,6,5,11.0,6,6,13.1666666666667,2
16,1,1,0,1,0,0,18,7,5,11.4,7,6,13.3333333333333,1
2,1,0,0,1,0,0,18,0,0,0.0,0,0,0.0,1
8,1,0,0,1,0,0,18,5,4,12.0,5,5,12.0,2
15,1,0,0,1,0,0,18,6,0,0.0,6,0,0.0,0
10,1,1,0,1,0,0,18,6,5,11.0,6,6,11.6666666666667,2
15,1,1,0,1,0,0,20,6,5,12.0,6,6,11.5714285714286,0
12,1,1,0,1,0,1,19,7,7,13.3085714285714,8,8,12.55,2
16,1,1,1,0,0,0,21,6,3,13.6666666666667,6,3,10.6666666666667,0
14,1,1,1,0,0,0,20,6,0,0.0,6,0,0.0,0
11,1,1,0,1,0,0,18,6,5,12.2,6,4,11.25,2
15,1,0,0,1,0,1,20,6,6,12.6666666666667,6,6,12.8333333333333,2
12,1,1,0,1,0,1,19,8,8,14.07125,8,8,14.07125,2
6,1,1,0,1,0,0,22,5,4,14.25,5,5,13.2,0
8,1,1,0,0,0,0,22,6,0,0.0,2,0,0.0,0
16,1,1,0,1,0,0,18,6,3,12.0,6,4,10.25,1
9,1,0,0,1,0,0,21,10,6,11.1666666666667,10,7,10.5714285714286,1
10,1,1,0,1,0,0,19,6,2,13.0,6,5,11.6,2
2,1,1,0,1,0,0,19,0,0,0.0,0,0,0.0,0
12,1,1,0,1,0,1,20,8,7,14.9014285714286,8,7,14.9014285714286,0
12,1,1,1,1,0,1,18,7,7,12.65,8,8,12.4455555555556,2
17,0,0,0,0,0,0,22,12,7,11.0,5,5,10.6,0
6,1,1,0,1,0,0,20,5,4,12.4,5,5,12.6666666666667,2
4,1,0,0,1,0,0,19,6,6,12.0,6,6,12.6666666666667,2
12,1,1,0,1,0,1,19,7,7,12.1357142857143,8,7,13.3285714285714,2
12,1,1,0,1,0,1,20,7,5,12.62,7,6,12.5,1
17,0,0,0,1,0,0,25,5,3,10.6666666666667,5,3,11.3333333333333,1
12,1,0,0,1,0,1,19,7,6,13.7666666666667,8,7,14.0514285714286,2
12,1,1,0,1,0,0,19,8,8,13.11625,8,8,13.11625,2
5,1,1,0,0,0,0,19,5,0,0.0,6,0,0.0,0
12,1,0,0,1,0,0,20,7,6,12.7,8,7,13.5714285714286,2
13,1,1,0,1,0,0,25,7,7,11.8571428571429,8,5,11.7,1
12,1,1,0,1,0,1,20,7,6,12.3333333333333,7,6,12.3333333333333,2
10,1,1,0,1,0,0,24,6,4,15.75,6,5,16.4,1
14,1,0,0,1,0,0,20,5,5,13.3333333333333,5,5,13.2,2
12,1,1,0,1,0,0,21,7,7,14.3555555555556,8,8,13.49375,2
4,1,0,1,1,0,1,19,6,6,13.0,6,5,13.0,2
15,1,0,0,1,0,1,19,6,6,12.8333333333333,6,6,13.5,2
14,1,0,0,1,0,1,21,5,5,13.2,5,4,13.0,2
12,1,0,0,1,0,0,28,7,7,17.0055555555556,8,8,16.5822222222222,2
10,1,1,1,0,0,1,19,6,5,10.6,6,5,11.0,2
9,1,0,0,1,0,1,18,5,5,14.0,5,5,13.6,2
12,1,1,0,1,0,1,18,8,7,12.1142857142857,8,7,12.1142857142857,2
12,1,1,0,1,0,1,18,8,8,13.05875,8,8,13.05875,2
12,1,1,0,1,0,0,22,8,7,13.2857142857143,8,7,13.2857142857143,2
9,1,1,0,1,0,0,19,5,4,11.0,5,3,10.6666666666667,1
12,1,0,0,1,0,1,18,7,7,14.0714285714286,8,8,15.1625,2
11,1,0,0,0,0,0,20,6,0,0.0,6,0,0.0,0
2,1,0,0,0,0,0,26,9,4,11.25,10,3,11.0,0
5,1,1,0,1,0,1,18,6,6,14.0,6,6,13.625,2
11,1,1,0,1,0,1,21,6,6,12.1666666666667,6,3,11.6666666666667,0
12,1,1,0,1,0,0,18,8,7,13.2971428571429,8,7,13.2971428571429,2
6,1,1,0,1,0,0,20,6,6,13.9230769230769,6,6,14.25,2
12,1,1,0,1,0,0,18,7,7,13.37,8,7,12.8333333333333,2
9,1,0,0,1,0,1,19,5,5,12.4,5,3,11.0,1
14,1,1,0,1,0,0,20,5,4,15.0,5,4,13.75,0
16,1,0,1,1,0,1,18,6,6,13.3333333333333,6,6,12.5714285714286,2
9,1,1,0,1,0,1,20,5,3,12.0,5,4,12.625,1
3,0,1,0,1,0,0,22,6,5,13.4,6,5,12.2,2
2,1,1,0,1,0,0,18,0,0,0.0,0,0,0.0,1
17,0,0,0,1,0,0,21,5,4,11.5,5,5,11.4,2
16,1,0,0,1,0,0,18,7,6,12.0,7,6,12.1666666666667,1
12,1,0,0,1,0,0,18,8,7,13.4857142857143,8,7,13.4857142857143,2
5,1,0,0,1,0,1,18,6,6,12.0,6,6,11.2857142857143,2
2,1,1,0,1,0,0,19,0,0,0.0,0,0,0.0,0
9,1,1,0,1,0,0,19,5,3,10.3333333333333,5,3,14.4285714285714,1
12,1,1,0,1,0,0,19,7,5,12.94,7,5,13.76,1
12,1,1,0,1,0,0,19,8,7,13.2585714285714,8,7,13.2585714285714,2
9,1,1,0,1,0,0,19,5,4,12.25,5,4,12.0,1
11,1,1,0,0,0,0,19,6,3,11.6666666666667,6,1,10.0,0
11,1,1,0,1,0,1,21,6,6,13.5714285714286,6,6,12.5,2
15,1,0,0,1,0,1,20,6,5,11.8,6,5,11.8333333333333,2
9,1,1,0,1,0,1,20,5,5,14.2,5,5,13.2857142857143,2
17,0,0,0,1,0,0,41,5,5,11.0,5,5,11.8,2
12,1,1,0,1,0,0,32,7,4,13.625,7,7,12.6375,1
12,1,1,0,1,0,0,18,8,7,14.6528571428571,8,7,14.6528571428571,2
3,0,0,0,1,0,1,35,6,6,11.3333333333333,6,6,11.3333333333333,2
12,1,0,1,0,0,0,32,7,4,13.7,7,0,0.0,0
3,0,0,0,1,0,0,37,11,11,13.7272727272727,8,8,14.75,2
9,1,0,0,1,0,0,30,7,7,11.75,8,7,11.1428571428571,0
15,1,0,0,1,1,0,23,6,6,12.3333333333333,6,5,13.0,2
15,1,1,0,1,0,1,20,6,6,14.0,6,6,13.8571428571429,0
14,1,0,0,1,1,0,21,5,4,11.5,5,4,11.75,2
9,1,0,0,1,1,0,19,5,5,11.2,5,5,13.2,2
12,1,1,0,1,1,1,18,8,7,15.07,8,7,15.07,2
7,1,0,0,1,1,0,18,5,1,10.0,5,1,12.0,0
17,0,0,0,1,1,0,24,5,4,12.0,5,5,12.6666666666667,1
14,1,1,0,1,1,0,22,6,4,13.0,6,4,12.6,2
11,1,1,0,1,1,0,18,6,4,11.0,6,3,11.25,0
10,1,1,0,1,0,0,18,6,6,13.5714285714286,6,5,12.1666666666667,2
5,1,1,0,1,1,0,21,6,5,14.6,6,5,14.2,2
12,1,0,1,1,0,0,38,7,3,11.8333333333333,7,2,10.0,0
13,1,0,0,1,0,1,19,7,7,12.625,8,8,12.5125,2
12,1,0,0,1,0,0,36,7,4,11.5,7,3,12.3333333333333,0
6,1,1,0,1,0,0,18,5,4,13.25,5,4,10.5,2
12,1,1,0,1,0,0,19,7,7,12.60625,8,6,11.9,2
6,1,0,1,0,0,0,21,10,8,13.75,9,5,13.2,0
12,1,1,0,1,0,0,19,7,6,13.5983333333333,8,6,11.9333333333333,1
10,1,0,0,1,0,1,18,6,5,11.1428571428571,6,6,12.2857142857143,2
12,1,1,0,1,0,0,45,11,11,12.7,10,10,12.9681818181818,1
9,1,1,0,1,0,0,20,5,1,10.0,5,1,11.0,0
11,1,1,1,1,0,0,18,6,6,11.6666666666667,6,4,11.5,2
14,1,0,0,1,0,1,18,6,6,14.0,6,6,13.1428571428571,2
8,1,0,0,1,0,0,25,5,0,0.0,5,0,0.0,0
12,1,1,0,1,0,0,19,8,7,12.0414285714286,8,7,12.0414285714286,2
2,1,1,0,1,0,1,18,0,0,0.0,0,0,0.0,2
11,1,0,0,1,0,0,39,13,13,13.7692307692308,12,12,14.5833333333333,2
4,1,0,0,1,0,0,29,18,18,15.4444444444444,13,13,15.3076923076923,2
16,1,1,0,1,0,0,18,7,6,11.5,7,7,12.7142857142857,1
5,1,0,0,0,0,0,23,3,2,10.0,6,0,0.0,0
16,1,1,0,1,0,0,21,6,4,12.25,6,3,10.3333333333333,0
10,1,0,0,0,0,0,18,6,6,14.5,6,6,15.1666666666667,2
6,1,1,0,1,0,0,23,6,6,15.5714285714286,6,6,16.375,2
8,1,0,0,1,0,0,18,6,6,15.5714285714286,6,6,14.7142857142857,2
3,0,0,0,1,0,0,32,6,5,13.8,6,6,12.1666666666667,2
9,1,0,1,0,0,0,29,5,3,10.6666666666667,5,2,14.8,0
10,1,1,1,1,0,1,20,6,5,11.6,6,4,11.75,2
10,1,1,0,0,0,0,28,6,1,13.0,6,0,0.0,0
9,1,0,0,1,0,0,27,5,3,12.0,5,4,13.625,2
12,1,0,1,1,0,0,22,14,12,12.3333333333333,14,12,12.3333333333333,2
4,1,0,1,1,0,0,37,6,6,12.875,6,6,12.9,1
3,0,0,0,0,0,0,28,6,1,11.0,6,0,0.0,0
4,1,0,1,0,0,0,43,6,4,12.25,6,4,10.5,0
13,1,1,0,0,0,0,32,7,0,0.0,8,0,0.0,0
10,1,0,0,1,0,1,20,6,4,10.75,6,5,11.5,1
12,1,0,0,1,0,1,35,8,8,13.63,8,8,13.63,2
14,1,1,0,1,0,0,21,5,3,13.0,5,4,11.5,2
12,1,1,0,1,0,1,18,7,6,13.5333333333333,7,7,12.2285714285714,1
12,1,0,0,1,0,1,18,7,7,16.9,8,8,16.3777777777778,2
10,1,1,0,1,0,0,18,6,5,12.0,6,4,12.0,2
3,0,1,0,1,0,0,22,6,6,12.5,6,6,13.2857142857143,2
12,1,1,0,1,0,0,19,8,7,12.7642857142857,8,7,12.7642857142857,2
9,1,1,0,1,0,1,18,5,5,13.75,5,5,12.1666666666667,2
2,1,1,1,1,0,0,19,0,0,0.0,0,0,0.0,0
12,1,0,0,1,0,1,18,7,7,14.6042857142857,8,8,15.6833333333333,2
17,0,0,1,0,0,0,31,5,0,0.0,5,0,0.0,0
3,0,0,1,1,0,1,33,6,5,13.8333333333333,6,6,12.5,2
12,1,1,0,1,0,1,19,8,8,13.57625,8,8,13.57625,2
10,1,1,0,1,0,1,18,6,6,15.1428571428571,6,6,15.8333333333333,2
9,1,0,0,1,0,0,23,5,3,10.6666666666667,5,5,11.6,2
10,1,1,0,1,0,0,20,6,5,11.2,6,6,12.0,2
12,1,1,0,1,0,0,18,8,8,13.76375,8,8,13.76375,2
6,1,1,1,1,0,0,21,9,8,13.25,9,5,12.2,1
10,1,0,0,1,0,1,22,6,5,10.7142857142857,6,5,12.2,2
10,1,1,1,1,0,0,20,6,6,12.1666666666667,6,6,11.6666666666667,2
12,1,1,0,1,0,0,23,7,6,14.3571428571429,7,6,14.3571428571429,2
15,1,1,0,1,0,0,19,6,6,12.8333333333333,6,6,12.6666666666667,2
12,1,1,0,1,0,0,19,8,7,13.9257142857143,8,7,13.9257142857143,2
17,0,0,0,1,0,0,26,5,2,12.0,5,3,11.0,0
12,1,1,0,1,0,0,18,7,7,13.4428571428571,8,8,13.7444444444444,2
7,1,1,0,1,1,0,18,5,1,16.0,5,0,0.0,0
4,1,1,0,1,1,0,20,6,6,13.125,6,6,13.2,2
14,1,0,0,1,1,0,19,6,0,0.0,6,0,0.0,0
17,0,0,0,0,1,0,32,9,5,11.4,4,4,11.0,0
8,1,0,0,0,1,0,31,4,2,11.0,5,3,11.6666666666667,0
7,1,0,0,1,1,0,25,5,1,11.0,5,1,10.0,1
6,1,1,0,1,0,0,21,6,5,13.6666666666667,6,5,13.0,2
17,0,0,0,0,0,0,31,6,4,11.75,5,1,10.0,0
16,1,0,0,1,0,0,34,7,1,10.0,7,1,13.0,0
10,1,0,0,1,0,1,18,6,6,13.5,6,6,12.8333333333333,2
10,1,1,1,1,0,0,19,6,0,0.0,6,0,0.0,0
14,1,1,1,1,0,0,21,6,1,12.0,6,1,11.0,1
16,1,1,0,0,0,0,18,6,3,13.0,6,5,11.8,0
11,1,1,0,1,0,0,20,6,6,14.8333333333333,6,6,16.0,2
15,1,1,0,1,0,0,20,6,6,11.8333333333333,6,6,12.8571428571429,2
14,1,1,0,1,0,1,18,6,5,12.0,6,5,12.3333333333333,2
10,1,1,0,1,0,0,19,6,4,12.75,6,6,11.3333333333333,2
6,1,1,0,1,0,0,19,5,0,0.0,5,4,14.75,1
8,1,1,0,1,0,1,30,6,0,0.0,6,1,10.0,0
10,1,1,0,1,0,0,19,6,6,12.0,6,6,12.8571428571429,2
13,1,1,0,1,0,0,19,7,7,11.6777777777778,8,8,13.8,2
12,1,1,0,1,0,1,19,8,7,13.6,8,7,13.6,2
6,1,1,0,1,0,0,19,6,6,16.0,6,6,15.875,2
10,1,1,0,1,0,0,20,6,5,11.8,6,6,11.5,2
7,1,0,1,1,1,0,25,5,0,0.0,6,2,14.0,0
15,1,0,0,1,1,0,19,6,0,0.0,6,0,0.0,0
16,1,0,1,1,0,1,34,6,6,16.1428571428571,6,6,16.2,2
12,1,1,0,1,0,1,18,8,7,11.7857142857143,8,7,11.7857142857143,2
12,1,1,0,1,0,1,18,8,8,13.42375,8,8,13.42375,2
14,1,0,0,1,0,0,20,6,6,12.5,6,5,14.1666666666667,2
12,1,1,0,1,0,1,20,8,7,12.4642857142857,8,7,12.4642857142857,2
17,0,0,1,1,0,0,23,11,8,12.375,9,5,12.6,1
14,1,0,0,1,0,0,28,6,1,10.0,6,0,0.0,0
15,1,0,0,1,0,0,18,6,5,12.6,6,6,12.4285714285714,1
9,1,1,0,1,0,0,19,5,5,12.6,5,4,12.4,2
9,1,1,0,1,0,0,34,5,2,10.0,5,4,12.0,0
16,1,0,0,1,0,0,35,7,0,0.0,6,0,0.0,0
17,0,0,0,1,0,0,32,5,5,11.6,5,5,12.3333333333333,2
11,1,1,0,1,0,0,19,6,6,12.1666666666667,6,6,13.5,2
14,1,1,0,1,0,0,18,6,4,13.6,6,5,12.6666666666667,2
9,1,0,0,0,0,0,35,5,4,12.5,5,5,11.8,0
3,0,0,0,1,1,1,24,6,4,12.25,6,4,11.5,1
10,1,1,0,1,0,1,20,6,6,11.7142857142857,6,6,12.625,2
15,1,1,0,1,1,1,18,6,6,13.5,6,6,13.0,2
12,1,1,0,1,1,1,20,8,7,13.0242857142857,8,7,13.0242857142857,2
11,1,1,0,0,1,0,18,6,0,0.0,6,0,0.0,0
7,1,0,0,1,1,1,18,5,5,17.3333333333333,5,5,18.5714285714286,2
14,1,0,0,1,1,1,20,5,4,11.0,5,4,11.5,2
16,1,1,0,1,1,0,19,7,6,13.6666666666667,7,6,12.5,0
5,1,1,0,1,1,1,20,6,6,11.375,6,5,13.8,1
10,1,0,0,1,1,0,19,6,6,12.8333333333333,6,6,11.8333333333333,2
15,1,1,0,1,1,0,20,6,5,12.6,6,4,11.5,2
12,1,1,0,1,1,0,22,7,6,14.3333333333333,8,7,13.7714285714286,2
7,1,0,0,1,1,1,18,5,4,13.5,6,6,13.625,1
12,1,0,0,1,1,0,19,8,7,14.2857142857143,8,7,14.2857142857143,2
4,1,0,0,1,1,0,22,6,3,11.75,6,2,10.0,0
7,1,1,0,1,1,0,20,5,5,14.8,5,5,17.6,2
4,1,0,1,0,1,0,34,6,0,0.0,6,0,0.0,0
3,0,0,0,1,1,0,24,6,1,10.0,5,0,0.0,0
14,1,1,0,1,1,0,26,5,0,0.0,5,0,0.0,0
12,1,0,0,1,1,0,35,7,4,12.6,7,5,12.38,0
17,0,1,0,1,1,0,22,5,5,12.4285714285714,5,5,11.8,2
11,1,1,0,1,1,0,26,6,4,10.0,6,3,12.0,1
9,1,0,0,1,1,0,19,5,3,12.3333333333333,5,0,0.0,0
11,1,1,0,0,1,0,19,6,0,0.0,6,0,0.0,0
2,1,0,1,1,1,0,20,0,0,0.0,0,0,0.0,2
14,1,0,1,1,1,0,21,11,10,12.1,8,8,13.3333333333333,2
15,1,1,0,1,0,1,19,6,6,14.7142857142857,6,6,15.0,2
15,1,1,0,1,0,0,18,6,6,12.6666666666667,6,6,12.8333333333333,2
4,1,0,0,1,0,1,23,12,12,14.3846153846154,10,10,13.3,2
9,1,1,0,1,0,1,18,5,5,13.4,5,5,12.2,2
12,1,1,0,1,0,0,18,8,7,13.3142857142857,8,7,13.3142857142857,2
12,1,1,0,1,0,0,19,8,7,11.9885714285714,8,7,11.9885714285714,2
9,1,1,0,1,0,0,21,11,11,11.5454545454545,9,8,12.8888888888889,2
6,1,1,0,1,0,1,18,6,6,16.4615384615385,6,6,13.875,2
15,1,1,0,1,0,1,24,6,6,13.6666666666667,6,6,12.8333333333333,2
12,1,1,0,1,0,0,18,7,7,12.65,8,8,13.4111111111111,0
14,1,1,0,1,0,0,18,6,6,12.3333333333333,6,3,12.0,1
12,1,1,0,1,0,0,20,7,6,14.37,8,7,14.65,2
6,1,1,0,1,0,0,19,5,3,12.0,5,4,11.75,1
15,1,1,0,0,0,1,18,6,3,12.0,6,3,10.6666666666667,0
11,1,0,0,1,0,1,19,6,4,12.0,6,3,11.0,0
16,1,1,0,1,0,0,19,6,5,12.6,6,5,11.2,2
10,1,0,1,1,0,0,18,6,6,12.1666666666667,6,6,12.3333333333333,2
16,1,1,0,1,0,0,20,7,6,13.5,7,6,14.0,1
12,1,1,0,1,0,1,18,8,8,13.76375,8,8,13.76375,2
13,1,1,0,1,0,1,19,7,6,12.4,7,6,12.8,2
9,1,1,0,1,0,0,18,5,4,10.6666666666667,5,2,12.0,1
12,1,1,0,1,0,0,18,7,6,14.3333333333333,7,6,14.3333333333333,2
6,1,1,0,1,0,0,21,6,4,12.5,6,2,12.6666666666667,1
11,1,1,1,0,0,0,19,6,1,10.0,6,0,0.0,0
12,1,1,0,1,0,0,21,7,7,14.69625,8,8,14.6222222222222,2
6,1,0,0,1,0,0,18,6,4,11.5,6,3,13.75,1
13,1,0,0,1,0,1,18,7,7,12.8555555555556,8,8,13.9125,2
12,1,0,0,1,0,0,18,7,7,13.7,8,8,13.9944444444444,2
8,1,0,0,0,0,0,23,5,0,0.0,5,1,12.0,0
10,1,1,0,1,0,0,20,6,3,11.2,6,4,12.0,1
12,1,0,0,1,0,0,18,7,7,13.2857142857143,8,8,13.3333333333333,2
16,1,1,0,1,0,0,19,6,5,13.0,6,5,10.4,1
12,1,0,0,1,0,1,27,7,6,12.6,7,6,11.6857142857143,1
9,1,1,1,0,0,1,19,5,5,12.8,5,4,12.0,1
8,1,1,0,1,0,0,21,6,5,11.5,6,5,11.0,0
12,1,1,0,1,0,1,19,8,7,11.4,8,7,11.4,2
10,1,0,0,1,0,1,21,6,6,12.3333333333333,6,6,11.3333333333333,2
15,1,1,0,1,0,0,18,6,5,12.8,6,4,12.2,2
6,1,1,0,1,0,1,20,5,5,12.0,5,4,15.0,2
16,1,1,0,1,0,1,18,6,5,13.0,6,5,13.5,2
5,1,1,1,0,0,1,18,6,6,11.8333333333333,6,6,11.0,0
6,1,1,0,1,0,0,18,6,6,14.0,6,6,13.3333333333333,2
15,1,1,0,1,0,1,18,6,6,12.3333333333333,6,6,13.5,2
12,1,1,0,1,0,1,19,7,5,13.04,7,7,12.5,1
6,1,1,1,0,0,0,23,11,11,13.1666666666667,9,8,13.3333333333333,1
6,1,1,0,1,0,1,24,6,6,12.5,6,6,12.8333333333333,2
2,1,1,0,1,0,0,19,0,0,0.0,0,0,0.0,2
12,1,1,0,1,0,0,18,8,7,15.6571428571429,8,7,15.6571428571429,2
5,1,0,0,1,0,0,19,6,6,12.1666666666667,6,6,11.3333333333333,2
16,1,1,0,1,0,0,19,6,0,0.0,6,0,0.0,0
10,1,0,0,1,0,1,20,6,5,10.6,6,5,11.1666666666667,1
6,1,0,0,1,0,0,20,6,6,13.4285714285714,6,5,12.6666666666667,1
15,1,0,0,1,0,0,26,6,4,11.75,6,0,0.0,0
11,1,0,1,0,1,0,36,5,0,0.0,5,0,0.0,0
2,1,0,0,0,1,0,19,0,0,0.0,0,0,0.0,0
7,1,0,0,0,1,0,27,5,0,0.0,5,0,0.0,0
7,1,0,0,1,1,0,18,5,1,13.0,5,0,0.0,0
12,1,1,0,1,1,1,18,8,7,13.3314285714286,8,7,13.3314285714286,2
5,1,0,0,1,1,0,28,6,0,0.0,6,0,0.0,0
